Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,lat,lon,Date Last Confirmed,Hydrogen Status Link,NG Vehicle Class,E85 Blender Pump,EV Connector Types
CNG,Sapp Bros Travel Center,517 E 23rd St,Columbus,NE,68601,402-564-8268,41.4384506,-97.3199238,2014-08-05,,HD,,
ELEC,Kwik Trip #448,9495 Noble Pkwy,Brooklyn Park,MN,55443,763-315-1720,45.1272136,-93.3357731,2014-04-21,,,,NEMA520
E85,Capitol City Oil Inc,4141 NW Lower Silver Lake Rd,Topeka,KS,66618,785-233-8008,39.079996,-95.726982,2014-07-03,,,FALSE,
LPG,AmeriGas,1030 N Skokie Hwy,Gurnee,IL,60031,847-623-1555,42.3784686,-87.9109345,2013-02-28,,,,
BD,National Grid - Troy - Smith Avenue,17 Smith Ave,Troy,NY,12180,,42.7496854,-73.68445179999999,2014-04-04,,,,
LPG,D & D Gas Inc,7709 Alton Ave,Jacksonville,FL,32211,904-725-9144,30.314716,-81.57663,2014-08-05,,,,
ELEC,North Plainfield Nissan,545 Route 22 W,North Plainfield,NJ,7060,908-755-6400,40.630453,-74.4334,2014-04-21,,,,J1772
ELEC,FORD_BLDG,245 S 2nd St,Coos Bay,OR,97420,888-758-4389,43.3665036,-124.2149934,2014-08-11,,,,J1772
E85,SuperAmerica #4615,826 W 66th St,Richfield,MN,55423,612-866-7884,44.883304,-93.29052899999999,2014-04-04,,,FALSE,
ELEC,Fox Cable Network - Avenue G,10201 Pico Blvd,Los Angeles,CA,90064,,34.05492,-118.412,2013-11-25,,,,J1772
LPG,Caldwell Flying J,3512 Franklin Rd,Caldwell,ID,83605,208-453-9225,43.6616095,-116.6544959,2014-05-02,,,,
ELEC,Seaside Plaza,1320 Oregon St,Port Orford,OR,97465,888-833-2148 ,42.7473283,-124.497404,2014-08-05,,,,J1772 CHADEMO
ELEC,Pat Peck Nissan,1015 S Beltline Hwy,Mobile,AL,36606,251-476-7800,30.6729443,-88.1268767,2014-05-02,,,,J1772
ELEC,DOWNES GARAGE,15 Warren St,Lowell,MA,1852,888-758-4389,42.6427218,-71.3063149,2014-08-11,,,,J1772
E85,Fantasy's Food & Fuel,2540 N 90th St,Omaha,NE,68134,402-934-2001,41.2819346,-96.0526986,2014-06-03,,,FALSE,
E85,Kwik Trip #373,1809 W St Paul Ave,Waukesha,WI,53186,262-547-1450,42.995841,-88.25831699999999,2014-05-02,,,FALSE,
ELEC,Miramar College - Parking Structure - 1st Floor,10440 Black Mountain Road,San Diego,CA,92126,888-998-2546,32.9116374,-117.1185936,2014-08-11,,,,J1772
E85,Western Convenience Store,800 S Wilcox,Castle Rock,CO,80104,303-660-9730,39.362514,-104.865156,2013-10-31,,,FALSE,
ELEC,Curry Nissan Chicopee,765 Memorial Dr,Chicopee,MA,1020,413-474-6800,42.1788207,-72.5770381,2014-04-21,,,,J1772
E85,Speedway #8819,3778 N Huron,Pinconning,MI,48650,989-879-5122,43.8470959,-83.966153,2014-03-06,,,FALSE,
ELEC,Atlantic County Utilities Authority - Solid Waste,6700 Delilah Road,Egg Harbor Township,NJ,8234,888-998-2546,39.417467,-74.539682,2014-08-11,,,,J1772
HY,Lawrence Livermore National Laboratory,7000 East Avenue,Livermore,CA,94550,,37.67962,-121.697112,2014-02-12,,,,
ELEC,Mod Box 10x10x10,749 south 2nd street Unit#3,Phoenix,AZ,85004,888-998-2546,33.439364,-112.070849,2014-08-11,,,,J1772
ELEC,Spring Street Municipal Garage,316 S Spring St,Greenville,SC,29601,843-743-6736,34.7612472,-83.063516,2012-12-31,,,,J1772
LPG,Mansfield Gas & Exhaust Center,1304 N Main St,Mansfield,TX,76063,817-473-2653,32.5830036,-97.1535293,2013-02-28,,,,
E85,Pacific Pride - Interstate Oil Co,917 Cotting Ln,Vacaville,CA,95688,530-662-5481,38.3972505,-121.9536732,2014-07-03,,,FALSE,
E85,Newark Liberty International Airport - Gulf,100 Lindbergh Rd,Newark,NJ,7114,973-624-0300  516-710-1898,40.691831,-74.184861,2013-05-31,,,FALSE,
E85,Kroger Fuel Center #395,1001 Cherry St,Blanchester,OH,45107,937-783-0240,39.30097600000001,-83.96095799999999,2014-03-06,,,FALSE,
ELEC,Greenville County Square,301 University Ridge,Greenville,SC,29601,864-467-7195,34.8399484,-82.3998936,2014-06-03,,,,J1772
LPG,Suburban Propane,14111 John Marshall Hwy,Gainesville,VA,20155,703-754-4141,38.797527,-77.61155,2013-02-28,,,,
ELEC,WELCOME TO TIA,Tampa International Airport,Tampa,FL,33614,888-758-4389,27.976891,-82.533377,2014-08-11,,,,NEMA520 J1772
CNG,Clean Energy - Port of Long Beach,3400 E I St,Wilmington,CA,90744,866-809-4869,33.78311,-118.222,2014-05-02,,HD,,
LPG,ARRO Autogas,1620 Lemonwood Dr,Santa Paula,CA,93060,805-525-3311,34.3555459,-119.045879,2014-05-02,,,,
ELEC,SUNY SB AEC,Innovation Rd,Stony Brook,NY,11790,888-758-4389,40.9032745,-73.1341248,2014-08-11,,,,NEMA520 J1772
CNG,PG&E Richmond Service Center,1100 S 27th St,Richmond,CA,94804,800-684-4648,37.9163999,-122.3436004,2014-05-02,,MD,,
BD,National Grid - Staten Island,200 Gulf Ave,Staten Island,NY,10303,,40.624733,-74.17955,2014-04-04,,,,
CNG,Pima Community College District Support Services - West Campus,2202 W Anklam Rd,Tucson,AZ,85709,,32.225726,-111.016502,2013-12-31,,HD,,
ELEC,LADWP,1 World Way,Los Angeles,CA,90045,888-758-4389,33.9436059,-118.4093731,2014-08-11,,,,NEMA520 J1772
ELEC,NATIONAL GRID,1570-1580 Military Rd,Niagara Falls,NY,14304,888-758-4389,43.0946648,-78.9729564,2014-08-11,,,,J1772
LPG,Johnston Propane,4004 N County Rd W,Odessa,TX,79764,432-366-8836,31.87698,-102.4003989,2013-02-28,,,,
ELEC,"Walgreens - Seaside, CA #2867",1055 Fremont Blvd,Seaside,CA,93955,800-663-5633,36.5993177,-121.8505016,2014-08-11,,,,J1772
ELEC,Bruce Titus Tacoma Nissan,4030 S Tacoma Way,Tacoma,WA,98409,253-473-6200,47.219726,-122.485672,2014-04-21,,,,J1772
ELEC,Terry Chapin Nissan,1949 Roberts Ave,Lumberton,NC,28358,910-739-8371,34.6344348,-78.9949772,2014-05-02,,,,J1772
LPG,Gas and Supply,22130 Highway 110 S,Troup,TX,75789,903-842-3467,32.1543,-95.154635,2013-02-28,,,,
BD,National Grid - Watertown,21265 New York 232,Watertown,NY,13601,,43.9130878,-75.975764,2014-04-04,,,,
ELEC,City of Tacoma - Park Plaza North,923 Commerce St,Tacoma,WA,98402,,47.2548109,-122.4396995,2014-06-03,,,,J1772
ELEC,AutoNation Nissan of Brandon,9920 Adamo Dr,Tampa,FL,33619,813-623-1148,27.94828,-82.3406,2014-05-02,,,,J1772 CHADEMO
E85,Lena Fast Stop,412 E Main St,Lena,WI,54139,920-829-5123  920-829-5047,44.950872,-88.0375667,2013-10-31,,,FALSE,
ELEC,Imperial Center,1007 Slater Rd,Durham,NC,27703,919-941-5745,35.876753,-78.843195,2014-08-05,,,,J1772
ELEC,Public Parking Lot,Morse Ct,New Canaan,CT,6840,203-594-3040,41.1464,-73.4924,2014-05-02,,,,J1772
ELEC,COLUMBIA,500 W 120th St,New York,NY,10027,888-758-4389,40.8094253,-73.960049,2014-08-11,,,,J1772
ELEC,Fort Collins Museum of Discovery,408 Mason Ct,Fort Collins,CO,80524,970-221-6738  888-758-4389,40.59291572,-105.0781249,2013-11-25,,,,CHADEMO
ELEC,COMED,1319 South 1st Avenue,Maywood,IL,60153,888-758-4389,41.8756027,-87.8338394,2014-08-11,,,,J1772
ELEC,Panera Bread,1129 Silas Deane Hwy,Wethersfield,CT,6109,860-221-0011,41.69034,-72.6559,2014-04-21,,,,J1772
ELEC,Northwoods Nissan,2039 N Susquehanna Trail,Hummels Wharf,PA,17831,570-884-1135,40.836286,-76.834656,2014-04-04,,,,J1772
BD,Mecklenburg County - North Carolina DOT,12033-A E Independence Blvd,Matthews,NC,28105,,35.10899,-80.686335,2013-06-30,,,,
E85,Holiday Stationstore #85,9314 W Skyline Pkwy,Proctor,MN,55810,218-628-8000,46.7256186,-92.2190109,2014-04-04,,,FALSE,
ELEC,USC CAMPUS,933-999 Downey Way,Los Angeles,CA,90089,888-758-4389,34.0210484,-118.2882767,2014-08-11,,,,J1772
E85,"Barrack ""O"" Hagerstown - Site #8",18320 Col Henry K Douglas Dr,Hagerstown,MD,21740,,39.603798,-77.73521199999999,2014-05-02,,,FALSE,
ELEC,McDonald's #1353 - Clayton Rd. - Concord CA,4550 Clayton Road,Concord,CA,94521,888-998-2546,37.962458,-121.986513,2014-08-11,,,,J1772
LPG,U-Haul,2720 Burlingame Ave SW,Wyoming,MI,49509,616-538-8020,42.914883,-85.70419690000001,2014-05-02,,,,
E85,Kroger Fuel Center #581,7625 Sawmill Rd,Dublin,OH,43016,614-923-2333,40.1207306,-83.0902722,2014-03-06,,,FALSE,
E85,Citgo - Clark Station,2401 Dempster St,Evanston,IL,60201,847-866-7190,42.0409967,-87.7069185,2013-10-31,,,FALSE,
BD,MAPCO Mart #3402,4711 Andrew Jackson Pkwy, Nashville,TN,37076,615-889-3573,36.2160249,-86.59764059999999,2014-08-05,,,,
BD,City of Phoenix - Fire Station #50,20225 N 35th Ave,Phoenix,AZ,85027,,33.6706777,-112.1341153,2013-10-31,,,,
ELEC,CITY OF REDWOOD,399 Marine Pkwy,Redwood City,CA,94065,888-758-4389,37.5304228,-122.2586432,2014-08-11,,,,NEMA520 J1772
E85,Borowiak's IGA,500 S 10th St,Mount Vernon,IL,62864,618-242-2375,38.3133503,-88.9031631,2013-10-31,,,FALSE,
CNG,Trillium CNG - Golden Eagle,705 E Ajo Way,Tucson,AZ,85713,800-920-1166,32.179075,-110.960085,2014-08-05,,HD,,
ELEC,BEAM CHARGING,112-01 Queens Blvd,Forest Hills,NY,11375,888-758-4389,40.7238159,-73.8494797,2014-08-11,,,,NEMA520 J1772
ELEC,TOWN OF JACKSON,160 S Millward St,Jackson,WY,83001,888-758-4389,43.4779018,-110.7648608,2014-08-11,,,,J1772
ELEC,SAN JOSE,45 N Market St,San Jose,CA,95113,888-758-4389,37.3364014,-121.8934065,2014-08-11,,,,J1772 NEMA520
ELEC,350GREEN,288 Orland Square Dr,Orland Park,IL,60462,888-758-4389,41.6204198,-87.8472661,2014-08-11,,,,J1772
ELEC,BRANDON NISSAN,9920 Adamo Dr,Tampa,FL,33619,888-758-4389,27.9469463,-82.3404954,2014-08-11,,,,CHADEMO
ELEC,Town of Penfield Community Center,1985 Baird Rd,Penfield,NY,14526,585-340-8720,43.137367,-77.464664,2014-05-02,,,,J1772
ELEC,Isham Garage,17 Isham Rd,West Hartford,CT,6107,860-561-8220,41.7608228,-72.7407631,2014-04-21,,,,J1772
ELEC,Southern California Edison - Redlands Service Center,287 Tennessee St,Redlands,CA,92373,,34.0554254,-117.2000263,2012-07-31,,,,
LPG,Suburban Propane,3455 Theatre Dr,Paso Robles,CA,93446,805-238-1622,35.571914,-120.6992453,2014-05-02,,,,
LPG,Suburban Propane,3107 Rampart Dr,Anchorage,AK,99501,907-272-1416,61.223214,-149.821985,2013-02-28,,,,
LPG,Steward County Propane,1751 Highway 79 E,Dover,TN,37058,931-232-4632,36.5450209,-87.7558155,2014-08-05,,,,
E85,Kwik Trip #331,3030 Plover Rd,Wisconsin Rapids,WI,54494,715-421-0387,44.406431,-89.78898699999999,2014-05-02,,,FALSE,
ELEC,GSA _ R4 PBS,61 Forsyth St SW,Atlanta,GA,30303,888-758-4389,33.7530289,-84.3933404,2014-08-11,,,,J1772
CNG,City of North Little Rock,320 Curtis Sykes Dr,North Little Rock,AR,72114,501-975-8833,34.7683843,-92.26974799999999,2014-04-04,,MD,,
ELEC,ALAMEDA,551-599 7th St,Oakland,CA,94607,888-758-4389,37.8009007,-122.2777736,2014-08-11,,,,NEMA520 J1772
ELEC,Richardson Municipal Parking Garage,66 Richardson St,Greenville,SC,29601,843-743-6736,34.852395,-82.4001385,2012-07-31,,,,J1772
E85,Lassus Handy Dandy #34,9029 N US 24 E,Roanoke,IN,46783,260-672-2151,40.960823,-85.370396,2014-07-02,,,FALSE,
ELEC,Sacramento International Airport - Terminal A Garage - Daily,Lindbergh Dr,Sacramento,CA,95837,916-929-5411,38.69033,-121.5871,2013-12-31,,,,J1772
LPG,Beard Propane Inc,10515 KS-59,Erie,KS,66733,620-244-3612,37.5163964,-95.2699871,2013-02-28,,,,
CNG,Conoco Outpost Convenience Store,17699 S Muskogee Ave,Tahlequah,OK,74464,918-456-5578,35.891778,-94.977075,2014-08-05,,HD,,
ELEC,Doubletree Alana Waikiki,"1956 Ala Moana Boulevard, C/O GreenCar Hawaii",Honolulu,HI,96815,888-998-2546,21.285654,-157.834138,2014-08-11,,,,J1772
ELEC,O'Hare International Airport ,10000 Bessie Coleman Dr,Chicago,IL,60666,847-577-3573,41.98563766,-87.88509369,2013-12-31,,,,J1772
ELEC,SHERWOOD,NW Washington St,Sherwood,OR,97140,888-758-4389,45.3553543,-122.840126,2014-08-11,,,,NEMA520 J1772
ELEC,Saratoga Inn,201 Cascade Ave,Langley,WA,98260,888-998-2546,48.039371,-122.40602,2014-08-11,,,,J1772
LPG,Heetco Inc,1853 E 1450 Rd,Lawrence,KS,66044,785-843-4655,39.008224,-95.234057,2013-06-30,,,,
BD,Marine Corps Blount Island Command,5886 Gateco Blvd,Jacksonville,FL,32226,,30.404351,-81.523919,2014-08-05,,,,
E85,Fort Carson,Harr Ave,Fort Carson,CO,80902,,38.753882,-104.797307,2014-08-05,,,FALSE,
BD,Tyree Oil - SeQuential Biofuels,1355 W 1st Ave,Eugene,OR,97402,541-687-0076,44.0589222,-123.1124627,2014-03-06,,,,
ELEC,COMED,301-375 2nd St,Elgin,IL,60123,888-758-4389,42.0240558,-88.3216637,2014-08-11,,,,J1772
E85,McCormick Food & Fuel,232 E Bard,Muskegon,MI,49445,231-766-3000,43.3246779,-86.235688,2014-05-02,,,FALSE,
ELEC,Quirk Nissan,600 Southern Artery,Quincy,MA,2169,617-472-6700,42.2528688,-70.9908844,2014-04-21,,,,J1772
ELEC,Mercer Nissan,1433 S Medford Dr,Lufkin,TX,75901,936-634-4488,31.3248896,-94.6914026,2014-05-02,,,,J1772
LPG,Ygnacio 76 - Ygnacio Valley Service Station,690 Ygnacio Valley Rd,Walnut Creek,CA,94596,925-945-1158,37.9068729,-122.0595214,2014-05-02,,,,
E85,Sunoco Service Station,5151 W Okeechobee Rd,Fort Pierce,FL,34947,772-595-5707,27.41865,-80.37749699999999,2014-08-05,,,FALSE,
ELEC,BEDFORD,24 Parkway,Katonah,NY,10536,888-758-4389,41.2587154,-73.6843668,2014-08-11,,,,J1772
ELEC,VTA -RIVER OAKS,3331 N 1st St,San Jose,CA,95134,888-758-4389,37.39977,-121.9393698,2014-08-11,,,,NEMA520 J1772
BD,Georgia Power,7365 Oakley Industrial Blvd,Union City,GA,30291,,33.5587993,-84.53327,2013-09-30,,,,
LPG,ProFlame,40227 Oak Park Way,Oakhurst,CA,93644,559-683-2323  800-605-3385,37.3332166,-119.6636501,2014-05-02,,,,
E85,Corn Plus,711 6th Ave SE,Winnebago,MN,56098,507-893-4747,43.7604181,-94.1498524,2014-03-06,,,TRUE,
BD,Lincoln County - North Carolina DOT,499 Prison Camp Rd,Lincolnton,NC,28092,,35.484206,-81.2362,2013-06-30,,,,
ELEC,CCSF - SFO,San Francisco International Airport Domestic Garage,San Francisco,CA,94128,888-758-4389,37.6163742,-122.3860981,2014-08-11,,,,NEMA520 J1772
LPG,U-Haul,631 N Beal Pkwy,Fort Walton Beach,FL,32548,850-863-2133,30.430868,-86.638392,2014-08-05,,,,
LPG,County Energy Products,8 Emerson Ave,Chelmsford,MA,1824,978-250-5855,42.603452,-71.3455748,2014-07-02,,,,
ELEC,Tempe YMCA,7070 S. Rural,Tempe,AZ,85283,888-998-2546,33.355879,-111.928863,2014-08-11,,,,J1772
ELEC,CITY OF GR PARK,300 Monroe Ave NW,Grand Rapids,MI,49503,888-758-4389,42.9692284,-85.6715706,2014-08-11,,,,NEMA520 J1772
LPG,Mayes County Propane,4655 Highway 20 W,Pryor,OK,74361,918-825-2433,36.306077,-95.398022,2014-08-05,,,,
ELEC,NAVFAC,7408-7442 USS Enterprise St,Milton,FL,32570,888-758-4389,30.7059792,-87.0168208,2014-08-11,,,,NEMA520 J1772
E85,218 Fuel Express,68 Monroe St,Floyd,IA,50435,641-398-2390,43.122544,-92.738233,2014-04-04,,,FALSE,
ELEC,Ingram Park Nissan,6990 NW Loop 410,San Antonio,TX,78238,210-681-6300,29.457057,-98.624749,2014-04-21,,,,J1772
ELEC,City of Rancho Cucamonga - Public Works Service Center,8794 Lions St,Rancho Cucamonga,CA,91730,909-477-2700,34.0939849,-117.6049485,2013-04-25,,,,NEMA520 J1772
ELEC,Faith Catholic,1500 E Saginaw St,Lansing,MI,48906,888-998-2546,42.740732,-84.529356,2014-05-02,,,,J1772
E85,Thorntons #28,100 W Broadway,Louisville,KY,40202,502-584-5355,38.24524,-85.75381,2014-07-02,,,FALSE,
ELEC,San Bernardino City Hall,300 N D St,San Bernardino,CA,92401,909-384-5211,34.10459,-117.291,2013-12-31,,,,J1772
ELEC,"CHARLOTTE, NC",9506 South Blvd,Charlotte,NC,28273,888-758-4389,35.1066513,-80.883255,2014-08-11,,,,J1772
ELEC,"2800 San Jacinto, LLC",6111 Kirby Dr.,Houston,TX,77005,888-998-2546,29.742916,-95.373811,2014-08-11,,,,J1772
ELEC,The Electrical Trades Center,947 Goodale Blvd,Columbus,OH,43212,614-463-5282,39.9742126,-83.0286142,2014-04-21,,,,J1772
E85,Federal Correctional Institution - Jesup,2600 US 301,Jesup,GA,31545,,31.647592,-81.8557,2014-08-05,,,FALSE,
E85,SunValley Market & Deli,2747 Ross Clark Cir,Dothan,AL,36301,334-671-4993,31.211088,-85.428445,2013-09-30,,,FALSE,
BD,Green Spot Market & Fuels,702 N Buckner Rd,Dallas,TX,75218,214-319-7768,32.8459729,-96.7120755,2013-05-31,,,,
ELEC,Regal Nissan ,1090 Holcomb Bridge Rd,Roswell,GA,30076,770-998-8686,34.021706,-84.328023,2014-05-02,,,,J1772 CHADEMO
ELEC,OUC,5944 S Orange Blossom Trail,Orlando,FL,32809,888-758-4389,28.4705486,-81.3968201,2014-08-11,,,,NEMA520 J1772
ELEC,Benson Nissan,4676 Calhoun Memorial Hwy,Easley,SC,29640,864-850-6440,34.8261215,-82.5649691,2014-05-02,,,,J1772
ELEC,Tri-Cities Nissan,3602 Bristol Hwy,Johnson City,TN,37601,423-282-4731,36.3747464,-82.37205,2014-05-02,,,,J1772
ELEC,FRED MEYER - #325 Eugene,60 Division Ave,Eugene,OR,97404,888-998-2546,44.098813,-123.127006,2014-08-11,,,,J1772
ELEC,NRG eVgo - SDGE Energy Innovation Center,4750 Clairemont Mesa Blvd,San Diego,CA,92117,877-455-3833,32.83469,-117.188049,2014-07-02,,,,CHADEMO NEMA520 J1772
ELEC,CONCORD LIGHT,66 Commonwealth Ave,Concord,MA,1742,888-758-4389,42.4569821,-71.3941092,2014-08-11,,,,J1772
ELEC,OG 4473 West Hills CA,6501 Fallbrook Avenue,West Hills,CA,91307,800-663-5633,34.1882304,-118.6236876,2014-08-11,,,,J1772
ELEC,Connell Nissan,2850 Harbor Blvd,Costa Mesa,CA,92626,714-444-4220,33.675336,-117.9186698,2014-04-21,,,,J1772
LPG,PB's Propane,2812-A Porter Wagoneer Blvd,West Plains,MO,65775,417-256-7984,36.763112,-91.8747657,2014-06-03,,,,
LPG,ARRO Autogas,1602 S Myrtle Ave,Monrovia,CA,91016,626-359-4704,34.1339199,-118.0004658,2014-05-02,,,,
E85,Cowboy Country Store,620 N Euclid Ave,Pierre,SD,57501,605-224-1939,44.375775,-100.348483,2013-11-30,,,FALSE,
ELEC,Shell,1509 E Buckeye,Phoenix,AZ,85034,888-998-2546,33.436746,-112.049506,2013-11-25,,,,J1772 CHADEMO
ELEC,Rabobank - Santa Maria,1554 S Broadway St,Santa Maria,CA,93454,805-922-6951,34.9321,-120.435367,2012-07-31,,,,J1772
ELEC,Nissan City - Port Chester,530 N Main St,Port Chester,NY,10573,914-937-1777,41.01133100000001,-73.656384,2014-04-21,,,,J1772
LPG,Zingerman's Bakehouse,3711 Plaza Dr,Ann Arbor,MI,48108,734-761-2095,42.2328183,-83.7477476,2014-05-02,,,,
E85,CenDak Farmer's Union Co-op,102 Western Ave,Maddock,ND,58348,701-438-2861,47.9625827,-99.5337461,2013-11-30,,,TRUE,
CNG,City of Springfield,1111 W Chestnut Expy,Springfield,MO,65802,417-864-1955,37.2142774,-93.3046999,2014-06-03,,HD,,
LPG,Pittsburg ACE Hardware,125 E Leland Rd,Pittsburg,CA,94565,925-432-6089,38.012422,-121.889608,2014-05-02,,,,
LPG,Bar F Fuels,17122 N Foundation Loop,East Bernard,TX,77435,979-335-7319,29.53195,-96.088459,2013-02-28,,,,
ELEC,DMC Green - Elk Grove,8999 Elk Grove Blvd,Elk Grove,CA,95624,888-758-4389,38.409248,-121.367404,2012-12-25,,,,NEMA520
ELEC,FLOW BMW,2573-2575 NC-150,Winston-Salem,NC,27127,888-758-4389,36.0601753,-80.2581742,2014-08-11,,,,J1772
BD,Texas Biotech Inc,614 111th St,Arlington,TX,76011,817-633-3139,32.750942,-97.0493338,2013-12-31,,,,
LPG,Blossman Gas Inc,1990 Joe Frank Harris Pkwy,Cartersville,GA,30121,770-386-6268,34.218875,-84.842964,2013-02-28,,,,
LPG,U-Haul,855 E Broadway St,Toledo,OH,43605,419-697-1677,41.6348712,-83.5152394,2014-03-06,,,,
ELEC,SUNSET AIR,5210 Lacey Blvd SE,Lacey,WA,98503,888-758-4389,47.0356712,-122.8127136,2014-08-11,,,,NEMA520 J1772
ELEC,CPSE-SATX,12777 W Interstate 10,San Antonio,TX,78230,888-758-4389,29.562099,-98.5883315,2014-08-11,,,,J1772
ELEC,El Bodegon Grocery,4481 Lake Worth Road,Lake Worth,FL,33461,800-663-5633,26.619532,-80.112607,2014-08-11,,,,J1772
LPG,Cooperative Propane Inc,4016 7th St N,Clanton,AL,35045,205-755-2700,32.8784182,-86.6599751,2013-02-28,,,,
CNG,Kwik Trip #499,15700 W Small Rd,New Berlin,WI,53151,262-641-7452,42.9445371,-88.10989769999999,2014-04-04,,HD,,
ELEC,Fairfield Woods Library,1147 Fairfield Woods Rd,Fairfield,CT,6824,203-255-7307,41.187855,-73.250024,2014-08-05,,,,J1772
ELEC,Kaiser Permanente - Downey,9449 East Imperial Highway,Downey,CA,90242,888-998-2546,33.917212,-118.12625,2014-08-11,,,,J1772
CNG,Ephraim Service Center - Questar Gas,320 S 50 W,Ephraim,UT,84627,,39.3543013,-111.588342,2013-09-30,,MD,,
E85,Speedway #7613,12007 W 159th St,Homer Glen,IL,60491,708-301-7402,41.59974,-87.910918,2014-03-06,,,FALSE,
E85,Allegan Value Market - Shell,550 Water St,Allegan,MI,49010,269-673-6154,42.5299818,-85.8493438,2014-07-03,,,FALSE,
ELEC,Applebee's,4000 Park Blvd,Pinellas Park,FL,33781,727-544-1100,27.839213,-82.68785,2014-08-05,,,,J1772
E85,Prairie Pumper - Stern Oil Co,909 Broadway,Yankton,SD,57078,605-665-7103,42.8776354,-97.3968563,2013-11-30,,,TRUE,
ELEC,BEAU JO'S,2710 S Colorado Blvd,Denver,CO,80222,888-758-4389,39.668043,-104.9398841,2014-08-11,,,,J1772
LPG,U-Haul,4216 W Waco Dr,Waco,TX,76710,254-753-7357,31.528936,-97.169262,2013-11-30,,,,
ELEC,Kroger Store #313,10306 S. Post Oak,Houston,TX,77035,888-998-2546,29.669004,-95.463622,2014-08-11,,,,J1772
LPG,George Lumber,525 E Mill St,Little Falls,NY,13365,315-823-1709,43.0410917,-74.8576991,2014-07-02,,,,
CNG,United Parcel Service,5805 S 118 E Ave,Tulsa,OK,74146,,36.07938,-95.844261,2014-08-05,,MD,,
ELEC,NRG eVgo - Walgreens Freedom Station,8020 Denton Hwy,Watauga,TX,76148,877-455-3833,32.89159,-97.2589,2014-07-03,,,,NEMA520 J1772 CHADEMO
ELEC,Townsend Nissan,2620 Skyland Blvd E,Tuscaloosa,AL,35405,205-561-3993,33.170134,-87.503046,2014-05-02,,,,J1772
ELEC,Interstate Mitsubishi,6969 Edinboro Rd,Erie,PA,16509,814-866-7222,42.054648,-80.105368,2014-08-05,,,,J1772
ELEC,Southern California Edison - North Orange County,1851 W Valencia Dr,Fullerton,CA,92633,,33.8665381,-117.9608866,2012-07-31,,,,J1772
ELEC,Star Nissan,5200 State Route 30,Greensburg,PA,15601,724-834-6100,40.302298,-79.503155,2014-04-21,,,,J1772
ELEC,"Lightwave Solar Electric, LLC","3026 Owen Drive, Suite 104",Antioch,TN,37013,888-998-2546,36.019467,-86.622102,2014-08-11,,,,J1772
ELEC,UMN,511 Washington Ave SE,Minneapolis,MN,55455,888-758-4389,44.9740911,-93.2313089,2014-08-11,,,,J1772
ELEC,Orr Nissan,6403 Interstate 30 E,Greenville,TX,75402,903-454-1930,33.1048462,-96.1019569,2014-04-21,,,,J1772
LNG,Waste Management - Baldwin Park,13940 E Live Oak,Baldwin Park,CA,91706,,34.105864,-117.9707006,2014-08-05,,HD,,
E85,Looft's Mini Mart,101 4th Ave W,Swea City,IA,50590,515-272-4366,43.3849644,-94.30738869999999,2014-04-04,,,FALSE,
ELEC,NRG eVgo - Whole Foods Freedom Station,3111 Mowry Ave,Fremont,CA,94538,877-455-3833,37.5551,-121.9847,2014-07-03,,,,NEMA520 J1772 CHADEMO
ELEC,CITY OF REDWOOD,1044 Middlefield Rd,Redwood City,CA,94063,888-758-4389,37.4842347,-122.2277227,2014-08-11,,,,NEMA520 J1772
ELEC,Qualcomm Incorporated,8041 Arco Corporate Dr,Morrisville,NC,27560,,35.9054451,-78.77824,2013-11-30,,,,NEMA520 J1772
LPG,Synergy Gas Corp - A Cornerstone Partner,1130 US Highway 25 B N,Heber Springs,AR,72543,501-362-5826,35.4589746,-92.0342915,2014-04-04,,,,
ELEC,Propark America - City of New London,161 Water St,New London,CT,6320,860-443-1775,41.3566648,-72.0945957,2014-05-02,,,,J1772 NEMA520
ELEC,City of Boulder - Municipal Service Center,5050 Pearl St,Boulder,CO,80301,,40.0253608,-105.2352099,2013-12-31,,,,NEMA520 J1772
ELEC,NRG eVgo - Walgreens Freedom Station,921 Henderson St,Fort Worth,TX,76102,877-455-3833,32.74904,-97.33694,2014-07-03,,,,NEMA520 J1772 CHADEMO
E85,Bobby and Steve's Mobil,8100 Flying Cloud Dr,Eden Prairie,MN,55344,952-944-1690,44.8567098,-93.4276836,2014-03-06,,,FALSE,
E85,Idaho National Laboratory,2525 N Fremont Ave,Idaho Falls,ID,83415,,43.5176608,-112.0491841,2014-08-05,,,FALSE,
ELEC,CARCHARGING,235 S Main St,Middleton,MA,1949,888-758-4389,42.5781887,-70.9999857,2014-08-11,,,,NEMA520 J1772
BD,Davie County - North Carolina DOT,Prison Camp Rd,Mocksville,NC,27028,,35.883928,-80.591267,2013-06-30,,,,
ELEC,Providence - St Peter Hospital,413 Lilly Road NE,Olympia,WA,98506,888-998-2546,47.052857,-122.84707,2014-08-11,,,,J1772
ELEC,City of Raleigh - Wilmington Station Deck,115 S Wilmington St,Raleigh,NC,27601,919-996-3030,35.7788738,-78.6381812,2014-07-02,,,,NEMA520 J1772
ELEC,LADWP - West LA District Office,1394 S Sepulveda Blvd,Los Angeles,CA,90024,,34.0504479,-118.4466778,2012-12-31,,,,
LPG,U-Haul,12580 E 21st St,Tulsa,OK,74129,918-437-3134,36.132892,-95.833767,2014-08-05,,,,
