,Year,"Report
State",Plant Name,Owner Company,Operator Company,County Name,Zipcode,"Plant
Capacity","Plant
Flow","BTU
Content","Dry Gas
Storage
Capacity","NG Liquid
Storage
Capacity",lonlats
467,2012.0,UT,Stagecoach Gas Plant,QEP Field Services Company,QEP Field Services Company,Uintah,84078,200.00,115.00,"1,100",0.0,"4,571","[-109.5285205, 40.4553668]"
468,2012.0,WV,Cobb,"Markwest Energy Appalacia, LLC","Markwest Energy Appalacia, LLC",Kenewha,25045,65.00,35.00,"1,240",0.0,0,"[-81.3179364, 38.4775663]"
469,2012.0,WV,Copley Gas Plant,"Dominion Transmission, Inc.","Dominion Transmission, Inc.",Lewis,26452,35.00,28.00,"1,180",0.0,"2,514","[-80.5216184, 39.0384704]"
470,2012.0,WV,Hastings Extraction Plant,"Dominion Transmission, Inc.","Dominion Transmission, Inc.",Wetzel,26419,180.00,160.00,"1,241",0.0,0,"[-80.6548882, 39.5843004]"
471,2012.0,WV,Holden,Chesapeake Appalachia LLC,Greystar Corporation,Logan,25625,11.00,5.50,"1,269",0.0,"2,853","[-82.0788445, 37.8231974]"
472,2012.0,WV,Hurricane Gas Processing Plant,East Resources,Elkhorn Gas Processing,Putham,25526,10.00,6.00,"1,260",0.0,"2,900","[-81.97529949999999, 38.3991952]"
473,2012.0,WV,Kenova,"Markwest Energy Appalacia, LLC","Markwest Energy Appalacia, LLC",Wayne,25530,160.00,108.00,"1,238",0.0,0,"[-82.5510469, 38.3430456]"
474,2012.0,WV,Kermit,MarkWest Hydrocarbons,Greystar Corporation,Mingo,25674,40.00,23.50,"1,276",0.0,714,"[-82.36688699999999, 37.8791782]"
475,2012.0,WV,Lightburn Extraction Plant,"Dominion Transmission, Inc.","Dominion Transmission, Inc.",Lewis,26378,44.00,35.00,"1,178",0.0,"5,028","[-80.3435908, 39.1063826]"
476,2012.0,WV,MarkWest Majorsville Cryo Plant,MarkWest Energy,MarkWest,Marshal,26036,270.00,185.00,"1,250",0.0,0,"[-80.54940069999999, 39.9994074]"
477,2012.0,WV,Smokehouse,Chesapeake Operating Inc.,Chesapeake Operating Inc.,Logan,25508,15.00,5.40,"1,220",0.0,"1,429","[-82.06250519999999, 37.9433183]"
478,2012.0,WV,West Union Gas Plant,"Dominion Transmission, Inc.","Dominion Transmission, Inc.",Doddridge,26456,15.00,10.00,"1,220",0.0,"1,885","[-80.7879407, 39.3074306]"
479,2012.0,WY,Anschutz Ranch East,Merit Energy Company,Merit Energy Company,Uinta,82930,55.00,11.00,"1,026",0.0,"10,000","[-110.9652537, 41.2664704]"
480,2012.0,WY,Austin Creek Gas Plant,"Legacy Reserves Operating, LP","Legacy Reserves Operating, LP",Natrona,82604,3.00,3.00,"1,175",0.0,800,"[-106.6291304, 42.7979846]"
481,2012.0,WY,Bairoil CO2 Plant,Merit Energy Company,Merit Energy Company,Sweetwater,82322,143.00,142.00,80,0.0,"5,700","[-107.5505152, 42.2181631]"
482,2012.0,WY,Beaver Creek Plant,Devon Gas Services LP,Devon Gas Services LP,Fremont,82501,55.00,26.60,"1,100",0.0,"4,948","[-108.1903059, 43.0453134]"
483,2012.0,WY,Bison Treating Facility,"Western Gas Partners, LP","Western Gas Partners, LP",Campbell,82718,270.00,270.00,935,0.0,0,"[-105.6881788, 43.8380643]"
484,2012.0,WY,Blacks Fork Gas Plant (I and II),QEP Field Services,QEP Field Services,Sweetwater,82934,705.00,402.00,"1,086",0.0,"22,285","[-109.9973244, 41.5937675]"
485,2012.0,WY,Carter Creek Gas Plant,Chevron,Chevron,Uinta,82930,150.00,68.00,"1,018",0.0,0,"[-110.9652537, 41.2664704]"
486,2012.0,WY,Casper Plant,KM Upstream LLC,,Natrona,82604,65.00,40.90,"1,130",0.0,"8,970","[-106.6291304, 42.7979846]"
487,2012.0,WY,Douglas,KM Upstream LLC,,Converse,82633,140.00,75.85,"1,160",0.0,"15,650","[-105.2194808, 43.2261477]"
488,2012.0,WY,Echo Springs Gas Plant,Williams,"Williams Midstream Services, LLC",Carbon,82336,745.00,600.00,"1,150",0.0,0,"[-108.1903059, 41.750585]"
489,2012.0,WY,Elk Basin Gasoline Plant,Encore Energy Partners Operating LLC,Encore Energy Partners Operating LLC,Park,82435,13.00,12.50,255,0.0,"10,666","[-108.8149338, 44.8667017]"
490,2012.0,WY,Emigrant Trail Gas Plant,QEP Field Services,QEP Field Services,Uinta,82937,55.00,50.00,"1,148",0.0,"2,800","[-110.2832217, 41.3879893]"
491,2012.0,WY,Fort Union Medicine Bow Treating Facility,Crestone Energy Ventures LLC,"Western Gas Partners, LP",converse,82633,340.00,300.00,960,0.0,0,"[-105.2194808, 43.2261477]"
492,2012.0,WY,Garland Gas Plant,Marathon Oil Company,Marathon Oil Company,Park,82412,4.00,1.00,"1,130",0.0,572,"[-108.5298024, 44.789939]"
493,2012.0,WY,Granger Gas Plant,Anadarko Petroleum Corp,Anadarko Petroleum Corp,Sweetwater,82935,500.00,200.00,"1,100",0.0,"25,000","[-109.5211063, 41.5248947]"
494,2012.0,WY,Highlight Complex,"Western Gas Partners, LP","Western Gas Partners, LP",Campbell,82718,45.00,32.50,"1,275",0.0,"13,725","[-105.6881788, 43.8380643]"
495,2012.0,WY,Lost Cabin Gas Plant,ConocoPhillips (Burlington Resources),ConocoPhillips,Fremont,82642,355.00,295.00,980,0.0,0,"[-107.6215321, 43.287261]"
496,2012.0,WY,Newcastle Complex,"Western Gas Partners, LP","Western Gas Partners, LP",Weston,82710,3.00,2.50,"1,550",0.0,"4,005","[-104.2627843, 44.74162940000001]"
497,2012.0,WY,Opal Gas Plant,WIlliams,"Williams Midstream Services, LLC",Lincoln,83124,"1,480.00","1,472.00","1,300",0.0,"37,000","[-110.2593928, 41.7949967]"
498,2012.0,WY,Oregon Basin Gas Plant,Marathon Oil Company,Marathon Oil Company,Park,82414,6.00,5.00,929,0.0,952,"[-109.0427429, 44.52055439999999]"
499,2012.0,WY,Painter,Merit Energy Company,Merit Energy Company,Uinta,82931,270.00,235.00,727,0.0,"13,000","[-110.9662373, 41.2690987]"
500,2012.0,WY,Patrick Draw Gas Plant,"Western Gas Partners, LP","Western Gas Partners, LP",Sweetwater,82901,130.00,85.00,"1,100",0.0,"24,500","[-108.902683, 41.3615496]"
501,2012.0,WY,Pavillion Gas Plant,Encana Oil & Gas (USA) Inc.,Encana Oil & Gas (USA) Inc.,Fremont,82523,80.00,14.50,"1,078",0.0,"2,850","[-108.7580016, 43.5118075]"
502,2012.0,WY,Phosphoria Gasoline Plant,Devon Gas Services LP,Devon Gas Services LP,Fremont,82501,4.00,2.00,"1,244",0.0,0,"[-108.1903059, 43.0453134]"
503,2012.0,WY,Pioneer Cryogenic Plant,"Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC",Lincoln,83124,750.00,590.00,"1,090",0.0,0,"[-110.2593928, 41.7949967]"
504,2012.0,WY,Pioneer Silica Gel Plant,"Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC",Lincoln,83124,600.00,8.00,"1,090",0.0,"5,000","[-110.2593928, 41.7949967]"
505,2012.0,WY,Rawlins,"Colorado Interstate Gas Company, LLC","Colorado Interstate Gas Company, LLC",Carbon,82334,220.00,97.60,"1,066",0.0,"23,879","[-107.0539434, 41.698061]"
506,2012.0,WY,Sage Creek Gas Plant,Merit Energy Company,Merit Energy Company,Converse,82637,30.00,7.00,"1,500",0.0,"4,000","[-105.92299, 42.7866299]"
507,2012.0,WY,Shute Creek Treating Facility,ExxonMobil Production Company,ExxonMobil Production Company,Lincoln/Sweetwater,83101,690.00,145.00,240,0.0,0,"[-110.5692179, 42.02345589999999]"
508,2012.0,WY,Silo Gas Plant,Kaiser Francis Oil Company,Kaiser Francis Oil Company,Laramie,82009,3.50,0.68,"1,370",0.0,"1,428","[-104.9388853, 41.3361875]"
509,2012.0,WY,Silvertip Processing Plant,Fidelity Exploration and Production Co,Fidelity Exploration and Production Co,Park,82435,10.00,4.60,"1,315",0.0,"2,143","[-108.8149338, 44.8667017]"
510,2012.0,WY,Sugarloaf Plant,Windsor Energy Group,Windsor Energy Group,Park County,82435,0.86,0.74,"1,120",0.0,"1,143","[-108.8149338, 44.8667017]"
511,2012.0,WY,Table Rock Gas Plant,"Chevron USA, Inc.","Chevron USA, Inc.",Sweetwater,82901,47.00,12.00,867,0.0,"1,000","[-108.902683, 41.3615496]"
512,2012.0,WY,Vermillion Gas Plant,QEP Field Services,QEP Field Services,Sweetwater,82934,50.00,49.00,"1,118",0.0,685,"[-109.9973244, 41.5937675]"
513,2012.0,WY,Worland Plant,Devon Energy Corp,Devon Energy Corp,Washakie,82401,20.00,7.00,"1,340",0.0,"5,000","[-107.9824261, 43.9400396]"
514,2012.0,WY,Worland Plant,Washakie Midstream Services LLC,Washakie Midstream Services LLC,Washakie,82401,6.00,1.20,"1,248",0.0,"4,057","[-107.9824261, 43.9400396]"
515,2012.0,WY,YU Bench,"Saga Petroleum, LLC",Saga Petroleum LLC,Park,82414,5.00,1.30,"1,270",0.0,715,"[-109.0427429, 44.52055439999999]"
516,,,,,,,,,,,,,"[0, 0]"
