,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
424,ETIWANDA,23.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,RANCHO CUCAMONGA+CA,34.10639889999999,-117.5931084
425,IEUA,1.0,WIND,WIND,WIND TURBINE,OPERATIONAL,RANCHO CUCAMONGA+CA,34.10639889999999,-117.5931084
426,SIERRA,0.48,HYDROELECTRIC,WATER,,OPERATIONAL,UPLAND+CA,34.09751,-117.6483876
427,THREE VALLEYS MWD - MIRAMAR,0.52,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,CLAREMONT+CA,34.0966764,-117.7197785
428,THREE VALLEYS MWD - FULTON RD.,0.2,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
429,ETIWANDA ROOFTOP,2.44,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
430,MONTE VISTA  WD,0.87,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,MONTCLAIR+CA,34.0775104,-117.6897776
431,NM MILLIKEN GENCO LLC,1.6,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
432,ONTARIO RT,5.5,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
433,WALNUT VALLEY WD - #1,0.13,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
434,CHINO ROOFTOP,1.22,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,CHINO+CA,34.0122346,-117.688944
435,VALLEY VIEW,4.1,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,YORBA LINDA+CA,33.8886259,-117.8131125
436,YORBA LINDA,5.09,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,YORBA LINDA+CA,33.8886259,-117.8131125
437,CORONA,2.85,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
438,MWD OF ORANGE CO.,0.6,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
439,FRANK R. BOWERMAN LF,20.0,WTE,LANDFILL GAS,"GAS TURBINE, LANDFILL GAS-FIRED",OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
440,IRVINE RANCH WD,0.19,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
441,UC IRVINE - CENTRAL PLANT,18.0,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, GAS TURBINE",OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
442,ROCKWOOD,49.9,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BRAWLEY+CA,32.9786566,-115.530267
443,IMPERIAL VALLEY SOLAR COMPANY,23.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,NILAND+CA,33.2400366,-115.5188756
444,EAST PORTAL,1.25,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,CHATSWORTH+CA,34.2506356,-118.61481
445,IRONWOOD BLYTHE SOLAR,1.18,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,BLYTHE+CA,33.6177725,-114.5882607
446,CHUCKAWALLA VALLEY STATE PRISON,1.2,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,BLYTHE+CA,33.6177725,-114.5882607
447,BRAWLEY,23.0,OIL/GAS,DISTILLATE OIL,COMBUSTION TURBINE,OPERATIONAL,BRAWLEY+CA,32.9786566,-115.530267
448,EAST HIGHLINE,2.42,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
449,DROP 1,5.85,HYDROELECTRIC,WATER,,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
450,DROP 2,10.0,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
451,DROP 3,9.8,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
452,DROP 4,19.6,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
453,EL CENTRO UNIT 3- REPOWER,85.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBINED CYCLE",OPERATIONAL,EL CENTRO+CA,32.792,-115.5630514
454,EL CENTRO,279.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBINED CYCLE",OPERATIONAL,EL CENTRO+CA,32.792,-115.5630514
455,DROP 5,4.0,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,CALEXICO+CA,32.6789476,-115.4988834
456,DOUBLE WEIR,0.56,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CALEXICO+CA,32.6789476,-115.4988834
457,BLYTHE SOLAR,21.0,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,BLYTHE+CA,33.6177725,-114.5882607
458,BLYTHE COMBINED CYCLE,520.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,BLYTHE+CA,33.6177725,-114.5882607
459,SENATOR WASH,7.2,HYDROELECTRIC,WATER,,OPERATIONAL,WINTERHAVEN+CA,32.739491,-114.6346751
460,SIPHON DROP,4.2,HYDROELECTRIC,WATER,,OPERATIONAL,WINTERHAVEN+CA,32.739491,-114.6346751
461,PILOT KNOB,33.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,YUMA+CA,32.6926512,-114.6276916
462,DEVIL CANYON,276.46,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
463,FONTANA,1.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,RIALTO+CA,34.1064001,-117.3703235
464,NM MID VALLEY GENCO LLC,2.6,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,FONTANA+CA,34.0922335,-117.435048
465,VALLEY,573.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, NATURAL GAS",OPERATIONAL,SUN VALLEY+CA,34.2279298,-118.3812562
466,BRADLEY LANDFILL & RECYCLING CENTER,6.18,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SUN VALLEY+CA,34.2279298,-118.3812562
467,COACHELLA,92.4,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, NATURAL GAS",OPERATIONAL,COACHELLA+CA,33.6803003,-116.173894
468,CSU NORTHRIDGE,1.0,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,NORTHRIDGE+CA,34.2381251,-118.530123
469,CONEJO,0.55,HYDROELECTRIC,HYDRO,PRESSURE-REDUCING STATION,OPERATIONAL,THOUSAND OAKS+CA,34.1705609,-118.8375937
470,NM COLTON GENCO LLC,1.25,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,COLTON+CA,34.0739016,-117.3136547
471,CITY OF RIVERSIDE WATER QUALITY CONTROL PLANT,1.2,OIL/GAS,METHANE GAS,"FUEL CELL, METHANE GAS",OPERATIONAL,RIVERSIDE+CA,33.9533487,-117.3961564
472,MM PRIMA DESHECHA ENERGY LLC,6.1,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN JUAN CAPISTRANO+CA,33.5016932,-117.6625509
473,RIALTO ROOFTOP,1.0,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,RIALTO+CA,34.1064001,-117.3703235
474,LAKE MATHEWS,4.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,RIVERSIDE+CA,33.9533487,-117.3961564
475,TEMESCAL,2.85,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
476,TEMESCAL CANYON RV,1.7,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
477,SPRINGS GENERATION,40.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,RIVERSIDE+CA,33.9533487,-117.3961564
478,REDLANDS RT SOLAR,2.5,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
479,MOUNTAINVIEW,1058.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,REDLANDS+CA,34.0555693,-117.1825381
480,"MOUNTAINVIEW POWER CO., SAN BERNARDINO",126.0,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,SAN BERNARDINO+CA,34.1083449,-117.2897652
481,ONTARIO 1,0.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,UPLAND+CA,34.09751,-117.6483876
482,ONTARIO 2,0.32,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,UPLAND+CA,34.09751,-117.6483876
483,RCWMD BADLANDS,1.3,WTE,MSW,LANDFILL GAS,OPERATIONAL,MORENO VALLEY+CA,33.9424658,-117.2296717
484,PERRIS,7.94,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,PERRIS+CA,33.7825194,-117.2286478
485,INLAND EMPIRE ENERGY CENTER,400.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,ROMOLAND+CA,33.7458534,-117.1750335
486,DIAMOND VALLEY LAKE,39.6,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,WINCHESTER+CA,33.706966,-117.0844733
487,RANCHO CA WD,1.1,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,MURIETA+CA,33.5539143,-117.2139232
488,RED MOUNTAIN,5.9,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,FALLBROOK+CA,33.3764196,-117.2511466
489,RINCON,0.3,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,ESCONDIDO+CA,33.1192068,-117.086421
490,BEAR VALLEY,1.5,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,ESCONDIDO+CA,33.1192068,-117.086421
491,ENCINA,965.0,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,CARLSBAD+CA,33.1580933,-117.3505939
492,PALOMAR ESCONDIDO,546.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,ESCONDIDO+CA,33.1192068,-117.086421
493,OLIVENHAIN-HODGES,40.0,HYDROELECTRIC,HYDRO,PUMPED STORAGE,OPERATIONAL,ESCONDIDIO+CA,33.1192068,-117.086421
494,DAVID C. MCCOLLUM WWTP,0.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,ESCONDIDIO+CA,33.1192068,-117.086421
495,SAN MARCOS ENERGY,1.85,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN MARCOS+CA,33.1433723,-117.1661449
496,RANCHO PENASQUITOS,4.5,HYDROELECTRIC,HYDRO,HYDRO,OPERATIONAL,MIRA MESA+CA,32.9184763,-117.1382404
497,NTC CENTRAL,16.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
498,MM SAN DIEGO LLC - NORTH CITY,3.8,WTE,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
499,JOHNSON & JOHNSON GEN 1&2,2.2,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
500,MIRAMAR,95.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
501,"CALPEAK POWER EL CAJON, LLC",48.68,OIL/GAS,NATURAL GAS,,OPERATIONAL,EL CAJON+CA,32.7947731,-116.9625269
502,PT. LOMA,1.35,HYDROELECTRIC,WATER,,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
503,NORTH ISLAND,42.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,CORONADO+CA,32.6858853,-117.1830891
504,NAVAL STATION,26.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, WASTE HEAT",OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
505,GOODRICH COGEN,9.51,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,CHULA VISTA+CA,32.6400541,-117.0841955
506,MMC CHULA,44.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,CHULA VISTA+CA,32.6400541,-117.0841955
507,HEINZ DELIMEX,1.0,OIL/GAS,NATURAL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
508,NORTH HOLLYWOOD,1.0,HYDROELECTRIC,WATER,PUMPED STORAGE,OPERATIONAL,HORTH HOLLYWOOD+CA,34.187044,-118.3812562
509,SAWTELLE,0.64,HYDROELECTRIC,WATER,"RUN-OF-RIVER, TURBINE PIPELINE",OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
510,METROPOLITAN WATER DISTRICT,8.5,OIL/GAS,NATURAL GAS,MICROTURBINE,OPERATIONAL,BRENTWOOD+CA,37.931868,-121.6957863
511,MISSION COMMUNITY HOSPITAL,2.0,OIL/GAS,,,OPERATIONAL,PANORAMA CITY+CA,34.227617,-118.442425
512,UCLA COGEN 1,43.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
513,UCLA COGEN 2,43.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
514,CAMROSA WD,0.15,HYDROELECTRIC,HYDRO,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,CAMARILLO+CA,34.2163937,-119.0376023
515,SANTA ROSA,0.25,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,CAMARILLO+CA,34.2163937,-119.0376023
516,SPRINGVILLE RESERVOIR,1.0,HYDROELECTRIC,HYDRO,HYDRO,OPERATIONAL,CAMARILLO+CA,34.2163937,-119.0376023
517,CALABASAS GAS,13.8,WTE,LANDFILL GAS,"GAS TURBINE, LOW BTU LANDFILL GAS",OPERATIONAL,AGOURA+CA,34.143056,-118.736944
518,MOUNTAIN VIEW III,22.44,WIND,WIND,WIND TURBINE,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
519,ENXCO IV,18.7,WIND,WIND,WIND TURBINE,OPERATIONAL,CABAZON+CA,33.9175154,-116.7872399
520,ALTA MESA - PHASE III,9.5,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRINGS+CA,33.8302961,-116.5452921
521,ENXCO I,4.8,WIND,WIND,WIND TURBINE,OPERATIONAL,CABAZON+CA,33.9175154,-116.7872399
522,WHITEWATER HILL,61.5,WIND,WIND,WIND TURBINE,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
523,DILLON WIND AREA 5,15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,DESERT HOT SPRINGS+CA,33.961124,-116.5016784
524,DILLON WIND AREA 3,15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,DESERT HOT SPRINGS+CA,33.961124,-116.5016784
525,DILLON WIND AREA 1,15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,DESERT HOT SPRINGS+CA,33.961124,-116.5016784
526,SAN GORGONIO FARMS WIND FARM,31.0,WIND,WIND,WIND TURBINE,OPERATIONAL,WHITEWATER+CA,33.9250147,-116.6383477
527,EDOM HILLS PROJECT 1,21.1,WIND,WIND,WIND TURBINE,OPERATIONAL,CATHEDRAL CITY+CA,33.7805388,-116.4668036
528,LAKE HEMET MWD - NORTH FORK,0.65,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,HEMET+CA,33.7475203,-116.9719684
529,DIFWIND II,5.5,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRING+CA,36.8131157,-117.7664638
530,DIFWIND I,7.3,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRING+CA,36.8131157,-117.7664638
531,DIFWIND IV,8.5,WIND,WIND,WIND TURBINE,OPERATIONAL,PALM SPRING+CA,36.8131157,-117.7664638
532,DIFWIND V,11.7,WIND,WIND,WIND TURBINE,OPERATIONAL,NORTH PALM SPRINGS+CA,33.9227924,-116.5430685
533,ROBERTSON'S READY-MIX,2.0,WIND,WIND,WIND TURBINE,OPERATIONAL,CABAZON+CA,33.9175154,-116.7872399
534,NESTLE WATERS,3.2,WIND,WIND,WIND TURBINE,OPERATIONAL,CABAZON+CA,33.9175154,-116.7872399
535,OTAY MESA ENERGY CENTER,590.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,OTAY MESA+CA,32.5594732,-116.9734685
536,KUMEYAAY,50.0,WIND,WIND,WIND TURBINE,OPERATIONAL,SAN DIEGO+CA,32.715738,-117.1610838
537,GREG AVENUE,1.0,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,SUN VALLEY+CA,34.2279298,-118.3812562
538,FRANKLIN,2.0,HYDROELECTRIC,WATER,"RUN-OF-RIVER, FRANCIS TURBINE, AQUEDUCT",OPERATIONAL,BEVERLY HILLS+CA,34.0736204,-118.4003563
539,SANTA MONICA,0.15,HYDROELECTRIC,WATER,,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
540,CENTRAL UTILITY,8.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
541,SCATTERGOOD,803.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, NATURAL GAS",OPERATIONAL,PLAYA DEL REY+CA,33.9564194,-118.4422317
542,HYPERION TREATMENT PLANT,22.4,WTE,DIGESTER GAS,"STEAM TURBINE, ANAEROBIC DIGESTION",OPERATIONAL,PLAYA DEL REY+CA,33.9564194,-118.4422317
543,VENICE,10.12,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,CULVER CITY+CA,34.0211224,-118.3964665
544,LOS ANGELES FLOOD CONTROL DIST.,0.93,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,EL SEGUNDO+CA,33.9191799,-118.4164652
545,EL SEGUNDO REPOWER,526.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,EL SEGUNDO+CA,33.9191799,-118.4164652
546,REDONDO BEACH GEN. STATION,1343.01,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,REDONDO BEACH+CA,33.8491816,-118.3884078
547,PALOS VERDES STATION 37,0.3,HYDROELECTRIC,HYDRO,HYDRO,OPERATIONAL,RANCHO PALOS VERDES+CA,33.7444613,-118.3870173
548,PEBBLY BEACH,11.0,OIL/GAS,DIESEL,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SANTA CATALINA ISLAND+CA,33.3833613,-118.4175764
549,LAKE,47.0,OIL/GAS,NATURAL GAS,"HYDRO, RECLAIMED WATER",OPERATIONAL,BURBANK+CA,34.1808392,-118.3089661
550,MAGNOLIA,328.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBINED CYCLE",OPERATIONAL,BURBANK+CA,34.1808392,-118.3089661
551,OLIVE,92.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,BURBANK+CA,34.1808392,-118.3089661
552,GRAYSON,288.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE, COMB. CYCLE",OPERATIONAL,GLENDALE+CA,34.1425078,-118.255075
553,GLENDALE COMMUNITY COLLEGE GLEN SOLAR 1,0.26,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,GLENDALE+CA,34.1425078,-118.255075
554,VERDUGO METRO HYDROELECTRIC PLANT,0.3,HYDROELECTRIC,WATER,"HYDRO, CONDUIT",OPERATIONAL,GLENDALE+CA,34.1425078,-118.255075
555,GLENDALE BRAND,0.75,OIL/GAS,NATURAL GAS,,OPERATIONAL,GLENDALE+CA,34.1425078,-118.255075
556,ST. LUKE MEDICAL CENTER,1.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,PASADENA+CA,34.1477849,-118.1445155
557,CALIFORNIA INSTITUTE OF TECHNOLOGY,12.5,OIL/GAS,NATURAL GAS,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,PASADENA+CA,34.1477849,-118.1445155
558,BROADWAY,75.0,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,PASADENA+CA,34.1477849,-118.1445155
559,DIESELS,26.0,OIL/GAS,DIESEL,,OPERATIONAL,VERNON+CA,34.003903,-118.230073
560,VERNON,41.8,OIL/GAS,NATURAL GAS,,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
561,CITY OF VERNON COMB. CYCLE (MALBURG),138.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,VERNON+CA,34.003903,-118.230073
562,CIVIC CENTER COGEN,35.0,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM TURBINE",OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
563,MTA,1.18,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
564,CBS STUDIOS,1.4,OIL/GAS,NATURAL GAS,,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
565,LOS ANGELES COLD STORAGE,1.35,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
566,TOYOTA TECHNICAL CENTER,1.26,OIL/GAS,GASOLINE,COMBUSTION TURBINE,OPERATIONAL,GARDENA+CA,33.8883487,-118.3089624
567,TEXACO LOS ANGELES REFINERY,83.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
568,WILMINGTON,31.9,OIL/GAS,NATURAL GAS,"STEAM TURBINE, WASTE HEAT",OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
569,HARBOR COGEN,107.45,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
570,LINDE WILMINGTON,28.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
571,KONOIKE PACIFIC CAL INC,1.3,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
572,HARBOR,466.0,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, GAS TURBINE",OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
573,LOS ANGELES REFINERY,68.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
574,LOS ANGELES CCD,2.12,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
575,PORT OF LOS ANGELES,1.1,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,SAN PEDRO+CA,33.7360619,-118.2922461
576,LAHC CARPORT SHADE STRUCTURES PHAS 1 & II,1.8,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,LOS ANGELES+CA,34.0522342,-118.2436849
577,GOLDEN SPRINGS DEVELOPMENT,1.17,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,SANTA FE SPRINGS+CA,33.9472359,-118.0853451
578,TECHNI-CAST CORP.,1.06,OIL/GAS,NATURAL GAS,,OPERATIONAL,SOUTH GATE+CA,33.954737,-118.2120161
579,RIO HONDO,1.91,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,SOUTH GATE+CA,33.954737,-118.2120161
580,COYOTE CREEK,3.13,HYDROELECTRIC,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,LA HABRA+CA,33.9319578,-117.9461734
581,FULLERTON,0.4,HYDROELECTRIC,HYDRO,PRESSURE-REDUCING STATION,OPERATIONAL,LA HABRA+CA,33.9319578,-117.9461734
582,DOMINGUEZ GAP BARRIER,0.28,HYDROELECTRIC,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,DOMINGUEZ+CA,33.8347392,-118.2186814
583,WILMINGTON CALCINER,34.0,COAL,COAL,,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
584,THUMS GENERATION FACILITY,47.8,OIL/GAS,NATURAL GAS,,OPERATIONAL,LONG BEACH+CA,33.7700504,-118.1937395
585,ALAMITOS GEN. STATION,1969.77,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,LONG BEACH+CA,33.7700504,-118.1937395
586,HAYNES,1724.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, NATURAL GAS",OPERATIONAL,LONG BEACH+CA,33.7700504,-118.1937395
587,HUNTINGTON BEACH,903.55,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,HUNTINGTON BEACH+CA,33.660297,-117.9992265
588,MANDALAY,573.33,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE",OPERATIONAL,OXNARD+CA,34.1975048,-119.1770516
589,ORMOND BEACH,1612.8,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,OXNARD+CA,34.1975048,-119.1770516
590,CANTUA SOLAR STATION,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,CANTUA CREEK+CA,36.50134,-120.3162666
591,HURON SOLAR STATION,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,"HURON
+CA",36.2027308,-120.1029177
592,GIFFEN SOLAR STATION,10.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,CANTUA CREEK+CA,36.50134,-120.3162666
593,BROOKFIELD TEHACHAPI I,102.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
594,MADDOX DAIRY SOLAR,20.0,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
595,MCHENRY,25.5,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,MODESTO+CA,37.63909719999999,-120.9968782
596,PIERCE COLLEGE,1.1,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,WOODLAND HILLS+CA,34.165357,-118.6089752
597,HARBOR COLLEGE,2.1,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,WILMINGTON+CA,33.7857948,-118.2643567
